Date,Article,Detail,Ref,Qty/Pk,Price,Qty,Stock,Staff
30/05/2018 15:46,IBEX CAPSULE,CASH,455,1,350,-1,31PCS,bello
30/05/2018 15:52,FLEMING TABLET 625,CASH,458,1,"1,600",-1,10PCS,pharmacist
30/05/2018 15:52,D-KOFF SYRUP,CASH,458,1,400,-1,5PCS,pharmacist
30/05/2018 15:52,MARC-OLIVIA ARTEMETHER 80/480,CASH,458,1,600,-1,25PCS,pharmacist
30/05/2018 15:52,ACYCOR PLUS,CASH,458,1,300,-1,30PCS,pharmacist
30/05/2018 15:52,ABIDEC DROPS,CASH,459,1,"1,100",-1,-1PCS,peter
30/05/2018 15:52,DANACID TABLET,CASH,457,1,50,-1,4PCS,bello
30/05/2018 15:59,EYEDITEN,CASH,460,1,"1,500",-1,3PCS,bello
30/05/2018 15:59,LORATADINE SYRUP,CASH,460,1,400,-1,18PCS,bello
30/05/2018 16:03,EMZOCLOX CAPSULE,CASH,463,1,200,-1,72PCS,bello
30/05/2018 16:03,OPTIMOL EYE DROP,CASH,461,1,"1,000",-1,12PCS,bello
30/05/2018 16:06,HYPEREX RABEPRAZOLE,CASH,462,1,"1,200",-1,2PCS,bello
30/05/2018 16:07,FORPAIN TABLET,CASH,465,1,250,-1,11PCS,bello
30/05/2018 16:07,OCEANIC CODLIVER OIL 1000MG,CASH,465,1,300,-1,53PCS,bello
30/05/2018 16:07,NATURES FIELD VITAMIN E 1000IU X00 SACHET,CASH,465,1,550,-1,10PCS,bello
30/05/2018 16:10,BRIMOPRRESS EYE DROP,CASH,464,1,"1,800",-1,14PCS,bello
30/05/2018 16:12,P-ALAXIN TABLET,CASH,467,1,900,-1,16PCS,bello
30/05/2018 16:12,BUNTO CAPSULE,CASH,467,1,200,-1,55PCS,bello
30/05/2018 16:12,NGC VALGIN TABS,CASH,467,1,100,-1,120PCS,bello
30/05/2018 16:12,B.CO TABLET (X100),CASH,467,1,300,-1,11PCS,bello
30/05/2018 16:13,JOLTAN 80MG SACHET,CASH,466,1,"1,300",-1,4PCS,bello
30/05/2018 16:13,EXFORGE 10MG/160MG.,CASH,466,1,"5,000",-1,3PCS,bello
30/05/2018 16:13,WELLMAN 50+,CASH,466,1,"3,400",-1,4PCS,bello
30/05/2018 16:13,IVYTIMOL EYE DROP,CASH,466,1,800,-1,10PCS,bello
30/05/2018 16:16,CRYSTALLINE PENNICILIN INJECTION,CASH,469,1,40,-5,11PCS,peter
30/05/2018 16:17,REFUCIL SUSPENSION,CASH,468,1,600,-1,8PCS,bello
30/05/2018 16:18,MONOMIN SYRUP B/S,CASH,470,1,500,-1,5PCS,bello
30/05/2018 16:20,XTENDA-20 TABLET,CASH,471,1,750,-1,12PCS,bello
30/05/2018 16:21,TEGRETOL TABLET 400MG CR,CASH,472,1,"1,700",-2,6PCS,peter
30/05/2018 16:27,NEUROGESTIC EXTRA 25G,CASH,473,1,400,-1,15PCS,bello
30/05/2018 16:27,CEFLONAC TABLET,CASH,473,1,300,-1,35PCS,bello
30/05/2018 16:27,GESTID SUSPENSION B/S,CASH,474,1,600,-1,-3PCS,bello
30/05/2018 16:27,BAROLE TAB RASBEPRAZOLE,CASH,474,1,"1,000",-1,30PCS,bello
30/05/2018 16:31,FEROGLOBIN SYRUP,CASH,476,1,"1,500",-2,-5PCS,bello
30/05/2018 16:31,BAROLE TAB RASBEPRAZOLE,CASH,476,1,"1,000",-1,29PCS,bello
30/05/2018 16:34,GESTID TABLET,CASH,475,1,300,-1,1PCS,bello
30/05/2018 16:35,NATURES FIELD VITAMIN E 1000IU X00 SACHET,CASH,478,1,550,-1,9PCS,bello
30/05/2018 16:35,BROMATAN 1.5MG TAB,CASH,477,1,150,-1,27PCS,bello
30/05/2018 16:38,MOKO GLYCERINE OF BORAX,CASH,479,1,250,-1,22PCS,bello
30/05/2018 16:39,PIRITON TABLET,CASH,481,1,50,-2,97PCS,bello
30/05/2018 16:39,MILICAP CAP,CASH,481,1,250,-1,43PCS,bello
30/05/2018 16:40,MOKO MIST MAG,CASH,480,1,250,-1,35PCS,bello
30/05/2018 16:40,LIFE BACK METFORMIN  500MG,CASH,482,1,150,-1,75PCS,peter
30/05/2018 16:40,GLANIL TABLET,CASH,482,1,150,-2,91PCS,peter
30/05/2018 16:42,OTRIVIN  0.5% (CHILDREN),CASH,483,1,"1,100",-1,8PCS,peter
30/05/2018 16:45,PRIMPEX TABLET,CASH,486,1,150,-6,47PCS,peter
30/05/2018 16:45,AMLODIPINE 10MG PHARMAMAX,CASH,484,1,600,-1,19pkt,bello
30/05/2018 16:47,LIPIVASTATIN 20MG SACHET,CASH,488,3,"2,000",-3,95PCS,peter
30/05/2018 16:47,NIFEDINE DEXCEL TABLET,CASH,488,3,700,-3,61PCS,peter
30/05/2018 16:48,EMZOR PARACETAMOL TAB,CASH,485,8,300,-8,415sat,bello
30/05/2018 16:48,COTTON WOOL 250MG,CASH,485,1,150,-1,49PCS,bello
30/05/2018 16:50,EMVIT C SYRUP,CASH,489,1,250,-1,53PCS,bello
30/05/2018 16:51,FEROBIN PLUS SYRUP,CASH,487,1,700,-1,12PCS,bello
30/05/2018 16:54,EMZOR PARACETAMOL SYRUP,CASH,491,1,150,-1,19PCS,bello
30/05/2018 16:54,ORT POWDER,CASH,493,1,50,-1,140PCS,pharmacist
30/05/2018 16:54,ZENTEL TABLET,CASH,493,1,450,-1,55PCS,pharmacist
30/05/2018 16:54,CEFUROXIME FIDSON 250MG,CASH,493,1,"1,300",-1,7PCS,pharmacist
30/05/2018 16:54,CAMOSUNATE TABLET (1-6YEARS),CASH,491,1,600,-1,13PCS,bello
30/05/2018 16:54,LOPESHAL,CASH,493,1,100,-1,25PCS,pharmacist
30/05/2018 16:54,D-KOFF SYRUP,CASH,493,1,400,-1,4PCS,pharmacist
30/05/2018 16:55,NEUROBION TABLET,CASH,490,1,"1,350",-1,12PCS,bello
30/05/2018 16:58,FELXICAM CAPSULE X100,CASH,492,1,250,-2,30PCS,bello
30/05/2018 16:59,EMVITE TABLET X100,CASH,495,1,250,-1,14PCS,bello
30/05/2018 16:59,JOBELYN CAPSULE (X100),CASH,495,1,550,-1,29PCS,bello
30/05/2018 17:00,AVOMINE TABLET,CASH,496,1,100,-1,45PCS,bello
30/05/2018 17:02,OROKI HERBAL MIXTURE,CASH,494,1,400,-4,19PCS,bello
30/05/2018 17:06,COARTEM X3 GOVT,CASH,497,1,550,-1,13PCS,bello
30/05/2018 17:10,SABRESTIN CREAM,CASH,499,1,700,-1,11PCS,bello
30/05/2018 17:10,DETTOL 75ML,CASH,499,1,300,-1,2PCS,bello
30/05/2018 17:10,AMPICLOX CAPSULE (BEECHAM),CASH,499,1,800,-2,44PCS,bello
30/05/2018 17:12,GENTAMICIN INJECTION (80MG),CASH,498,10,250,-10,90PCS,bello
30/05/2018 17:12,FLEMING TABLET 625,CASH,498,1,"1,400",-1,9PCS,bello
30/05/2018 17:12,EMCAP PARACETAMOL TABLET,CASH,498,10,280,-10,102PCS,bello
30/05/2018 17:12,GIVING SET,CASH,498,1,40,-4,139PCS,bello
30/05/2018 17:12,SCALP VEIN (ADULT),CASH,498,1,30,-10,119PCS,bello
30/05/2018 17:12,PARACETAMOL INJECTION (VIAL) 15ML,CASH,498,1,180,-2,9PCS,bello
30/05/2018 17:12,CHLOROQUINE INJECTION (VIAL),CASH,498,1,200,-2,116PCS,bello
30/05/2018 17:12,PROMETHAZINE INJECTION,CASH,498,10,150,-10,87PCS,bello
30/05/2018 17:12,ROFIN INJ.,CASH,498,1,250,-2,9PCS,bello
30/05/2018 17:13,LOFNAC TABLET,CASH,501,1,100,-1,106PCS,bello
30/05/2018 17:13,PREDILIN TABLET,CASH,501,1,50,-1,235PCS,bello
30/05/2018 17:14,IBUCAP CAPSULE,CASH,503,1,100,-1,80PCS,peter
30/05/2018 17:14,ORHEPTAL TONIC (MEDIUM SIZE),CASH,502,1,450,-2,5PCS,bello
30/05/2018 17:15,PARACETAMOL TAB (M&B) SATCHET,CASH,500,8,350,-8,159sat,bello
30/05/2018 17:15,SWIDAR  500/25MG TAB,CASH,500,1,300,-2,22PCS,bello
30/05/2018 17:19,OMEGA H3 CAPSULE,CASH,504,1,500,-1,49PCS,bello
30/05/2018 17:19,MARINA-1000,CASH,504,1,600,-1,0PCS,bello
30/05/2018 17:19,OMEGA H3 CAPSULE,CASH,i504,5,500,1,50PCS,peter
30/05/2018 17:21,EMZOR PARACETAMOL SYRUP,CASH,i491,0,150,1,20PCS,peter
30/05/2018 17:22,EMCAP PARACETAMOL TABLET,CASH,505,10,280,-10,92PCS,bello
30/05/2018 17:22,PROMETHAZINE INJECTION,CASH,505,10,150,-10,77PCS,bello
30/05/2018 17:22,CHLOROQUINE INJECTION (VIAL),CASH,505,1,200,-2,114PCS,bello
30/05/2018 17:22,PARACETAMOL INJECTION (VIAL) 15ML,CASH,505,1,180,-2,7PCS,bello
30/05/2018 17:22,SCALP VEIN (ADULT),CASH,505,1,25,-10,109PCS,bello
30/05/2018 17:22,FLEMING TABLET 625,CASH,505,1,"1,400",-1,8PCS,bello
30/05/2018 17:22,GENTAMICIN INJECTION (80MG),CASH,505,10,180,-20,70PCS,bello
30/05/2018 17:22,MOXITIN INJECTION,CASH,505,1,250,-2,-13PCS,bello
30/05/2018 17:22,GIVING SET,CASH,505,1,40,-4,135PCS,bello
30/05/2018 17:24,ARTEQUICK TABLET,CASH,508,1,900,-1,74PCS,bello
30/05/2018 17:24,CIPROTAB 500 (X14),CASH,508,1,"1,500",-1,30PCS,bello
30/05/2018 17:25,CONTIFLO OD TABLET,CASH,506,1,"1,850",-1,12PCS,bello
30/05/2018 17:25,HUMULIN 70/30 10ML,CASH,507,1,"5,500",-1,1PCS,bello
30/05/2018 17:28,AVODART CAPSULE,CASH,509,1,"6,000",-1,3PCS,bello
30/05/2018 17:29,DE DEON B/S,CASH,510,1,"1,500",-1,12PCS,bello
30/05/2018 17:29,KETHA METHYLDOPA TABLET,CASH,510,1,200,-2,81PCS,bello
30/05/2018 17:30,NIFEDINE DEXCEL TABLET,CASH,512,1,250,-1,60PCS,bello
30/05/2018 17:30,NORMORETIC TABLET,CASH,512,1,170,-1,65PCS,bello
30/05/2018 17:30,VASOPRIN TABLET,CASH,512,1,30,-1,51PCS,bello
30/05/2018 17:31,ARTEQUICK TABLET,CASH,i508,0,900,1,75PCS,peter
30/05/2018 17:32,LONART DS,CASH,511,1,"1,200",-1,-10PCS,bello
30/05/2018 17:37,KLINFAST  TAB (INSERT).,CASH,514,1,"1,000",-1,12PCS,pharmacist
30/05/2018 17:37,LONART DS,CASH,514,1,"1,200",-1,-11PCS,pharmacist
30/05/2018 17:37,ACYCOR PLUS,CASH,514,1,300,-1,29PCS,pharmacist
30/05/2018 17:37,MYCOTEN V CREAM,CASH,514,1,750,-1,16PCS,pharmacist
30/05/2018 17:38,C.A.C 1000,CASH,513,1,"1,800",-1,3PCS,bello
30/05/2018 17:38,BIOSEA COD LIVER OIL SYRUP 220ML,CASH,513,1,"2,300",-1,-2PCS,bello
30/05/2018 17:38,NATURE FIELD VITAMIN D3,CASH,513,1,"2,500",-1,1PCS,bello
30/05/2018 17:39,AMLONG 10MG,CASH,515,1,250,-1,114PCS,bello
30/05/2018 17:39,VASOPRIN TABLET,CASH,515,1,30,-1,50PCS,bello
30/05/2018 17:46,SURGICAL GLOVES,CASH,517,1,100,-2,105PCS,bello
30/05/2018 17:47,ORT POWDER,CASH,516,3,150,-3,137PCS,bello
30/05/2018 17:48,GAVISCON SYRUB,CASH,519,1,"1,900",-1,8PCS,bello
30/05/2018 17:51,FELVIN CAPSULE,CASH,518,1,70,-2,48PCS,bello
30/05/2018 17:51,VITAMIN C WHITE X100,CASH,518,1,250,-1,-46PCS,bello
30/05/2018 17:51,WELLMAN 70+,CASH,518,1,"3,800",-1,2PCS,bello
30/05/2018 17:51,WAIPA ACT,CASH,518,1,600,-1,29PCS,bello
30/05/2018 17:51,RANFERON-12 CAPSULE,CASH,518,1,150,-3,-3PCS,bello
30/05/2018 17:51,EMTRIM TABLET,CASH,518,1,70,-1,103PCS,bello
30/05/2018 17:51,PRIMPEX TABLET,CASH,518,1,150,-1,46PCS,bello
30/05/2018 17:51,NORVASC 5MG BLISTERS,CASH,518,1,"1,100",-1,21PCS,bello
30/05/2018 17:54,PLEXITONE TONIC,CASH,520,1,800,-1,13PCS,peter
30/05/2018 17:55,CLOFENAC SR (100MG),CASH,521,1,300,-1,38PCS,peter
30/05/2018 17:56,PREDICTE OVULATION TEST STRIP,CASH,522,1,"2,000",-1,-2PCS,bello
30/05/2018 17:56,PLEXITONE TONIC,CASH,i520,0,800,1,14PCS,peter
30/05/2018 17:57,JAWACLOX SYRUP,CASH,524,1,450,-1,33PCS,peter
30/05/2018 17:57,PLASTER ROLL 2 INCHES S/S,CASH,523,1,250,-1,-10PCS,bello
30/05/2018 17:58,RANFERON-12 CAPSULE,CASH,i518,0,150,3,0PCS,peter
30/05/2018 18:02,PLASTER SACHET,CASH,526,1,10,-5,199PCS,bello
30/05/2018 18:03,NIVAQUINE 2-2-1 TABLET,CASH,525,1,300,-1,37PCS,bello
30/05/2018 18:05,IBUPROFEN SYRUP,CASH,529,1,250,-1,-13PCS,pharmacist
30/05/2018 18:05,LONART SYRUP,CASH,529,1,900,-1,13PCS,pharmacist
30/05/2018 18:05,COFLIN EXPECTORANT,CASH,529,1,200,-1,15PCS,pharmacist
30/05/2018 18:05,D-KOFF SYRUP,CASH,529,1,400,-2,2PCS,pharmacist
30/05/2018 18:05,EMTRIM TABLET,CASH,529,1,70,-2,101PCS,pharmacist
30/05/2018 18:06,LOXAGYL TABLET (400MG),CASH,527,1,100,-1,112PCS,bello
30/05/2018 18:06,FELVIN CAPSULE,CASH,527,1,70,-1,47PCS,bello
30/05/2018 18:07,ARTEQUIN TABLET ADULT,CASH,531,1,"1,700",-1,-4PCS,bello
30/05/2018 18:09,WOSAN OINTMENT,CASH,528,1,300,-1,9PCS,bello
30/05/2018 18:09,PREDICURE TABLET,CASH,532,1,50,-2,167PCS,bello
30/05/2018 18:10,VITAMIN C WHITE X100,CASH,530,1,250,-1,-47PCS,bello
30/05/2018 18:12,AUGMENTIN TABLET (1GM),CASH,534,2,"4,000",-2,34PCS,bello
30/05/2018 18:12,CATAFLAM TAB (SACHETS),CASH,534,1,700,-1,47PCS,bello
30/05/2018 18:13,SWIDAR  500/25MG TAB,CASH,533,1,300,-1,21PCS,bello
30/05/2018 18:13,VITAMIN C WHITE X100,CASH,533,1,250,-1,-48PCS,bello
30/05/2018 18:13,EMZOR PARACETAMOL TAB,CASH,533,1,40,-1,414sat,bello
30/05/2018 18:13,EMZOLYN EXPECTORANT,CASH,533,1,250,-1,4PCS,bello
30/05/2018 18:14,SKINEAL CREAM,CASH,536,1,500,-1,15PCS,bello
30/05/2018 18:15,EMZOR PARACETAMOL SYRUP,CASH,538,1,150,-1,19PCS,bello
30/05/2018 18:15,EMVIT C SYRUP,CASH,538,1,250,-1,52PCS,bello
30/05/2018 18:17,LUMARTEM TABLET X18,CASH,540,1,400,-1,13PCS,bello
30/05/2018 18:17,NORMORETIC TABLET,CASH,535,1,170,-3,62PCS,bello
30/05/2018 18:17,GALVUS MET 50MG/1000MG.,CASH,535,1,"2,167",-3,24PCS,bello
30/05/2018 18:18,NIXODERM TIN,CASH,537,1,250,-1,-1PCS,bello
30/05/2018 18:18,TUTOLIN COUGH N COLD,CASH,542,1,250,-1,11PCS,bello
30/05/2018 18:19,PAINKILL TABLET,CASH,539,1,40,-1,102PCS,bello
30/05/2018 18:19,CENPAIN NIGHT TAB SAT.,CASH,539,1,150,-1,106PCS,bello
30/05/2018 18:19,CAL D3 TABLET,CASH,539,1,200,-1,21PCS,bello
30/05/2018 18:21,ANOROL TABLET,CASH,543,1,200,-1,27PCS,bello
30/05/2018 18:21,BRONCHOLYTE SYRUP,CASH,541,1,300,-1,22PCS,bello
30/05/2018 18:22,MARC-OLIVIA CIPROFLOXACIN 500MG,CASH,546,1,400,-1,59PCS,pharmacist
30/05/2018 18:22,MARC-OLIVIA ARTEMETHER 80/480,CASH,546,1,600,-1,24PCS,pharmacist
30/05/2018 18:22,7 KEY SYRUP,CASH,545,1,600,-1,1PCS,bello
30/05/2018 18:24,STREPSILS HALF PK,CASH,547,1,900,-1,19PCS,bello
30/05/2018 18:24,AMLODIPINE 5MG PHARMAMAX,CASH,548,1,500,-1,29PCS,peter
30/05/2018 18:25,VIRA CAP 20MG,CASH,549,1,300,-1,51PCS,bello
30/05/2018 18:25,OMEGA H3 CAPSULE,CASH,549,5,"2,300",-5,45PCS,bello
30/05/2018 18:25,EYEDITEN,CASH,544,1,"1,500",-1,2PCS,bello
30/05/2018 18:25,MILICAP CAP,CASH,544,2,500,-2,41PCS,bello
30/05/2018 18:26,EYEDITEN,CASH,i544,0,"1,500",1,3PCS,peter
30/05/2018 18:28,WELLWOMAN CAPSULES,CASH,550,1,"3,250",-1,0PCS,bello
30/05/2018 18:30,CIPROTAB 500 (X14),CASH,551,1,"1,500",-1,29PCS,bello
30/05/2018 18:30,IBUPROFEN SYRUP,CASH,551,1,250,-1,-14PCS,bello
30/05/2018 18:30,OSTEO TABLET,CASH,551,1,150,-1,81PCS,bello
30/05/2018 18:30,PRIMPEX TABLET,CASH,551,1,150,-1,45PCS,bello
30/05/2018 18:33,DAONIL 5MG,CASH,554,1,300,-1,86PCS,peter
30/05/2018 18:34,GLUCOPHAGE BY 14 -500MG TABLET,CASH,552,1,700,-2,16PCS,bello
30/05/2018 18:35,VITAMIN C WHITE X100,CASH,553,1,250,-1,-49PCS,bello
30/05/2018 18:35,YEAST TAB  BY X100,CASH,553,1,250,-1,41PCS,bello
30/05/2018 18:38,VITAMIN C WHITE X100,CASH,557,1,250,-1,-50PCS,bello
30/05/2018 18:38,SUDREX TAB,CASH,555,1,250,-1,27PCS,bello
30/05/2018 18:38,PROCOLD CAP X4,CASH,555,1,70,-2,93PCS,bello
30/05/2018 18:38,PRIMPEX TABLET,CASH,555,1,150,-2,43PCS,bello
30/05/2018 18:38,PARACETAMOL TAB (M&B) SATCHET,CASH,555,8,350,-8,151sat,bello
30/05/2018 18:38,CIPROTAB - TN.,CASH,556,1,"1,500",-1,18PCS,bello
30/05/2018 18:40,LOXAGYL SYRUP,CASH,560,1,100,-1,15PCS,bello
30/05/2018 18:41,FUNBACT A CREAM,CASH,558,1,350,-1,47PCS,bello
30/05/2018 18:42,HYDROGEN PEROXIDE(APPACO) S/S,CASH,559,1,150,-1,29PCS,bello
30/05/2018 18:42,PIRITON EXPECTORANT CHILD,CASH,562,1,"1,100",-1,15PCS,peter
30/05/2018 18:43,DANACID TABLET,CASH,561,1,50,-2,2PCS,bello
30/05/2018 18:48,NORVASC 10MG PACKET,CASH,563,1,"2,200",-1,7PCS,bello
30/05/2018 18:54,EMTRIM SYRUP,CASH,564,1,250,-1,15PCS,bello
30/05/2018 18:54,VITAMIN C TAB.X100 ORANGE,CASH,564,1,250,-1,11PCS,bello
30/05/2018 18:55,XALATAN EYE DROP,CASH,569,1,"5,700",-1,-1PCS,bello
30/05/2018 18:55,D-KOFF SYRUP,CASH,565,1,400,-1,1PCS,bello
30/05/2018 18:56,MOKO MIST MAG,CASH,570,1,250,-2,33PCS,bello
30/05/2018 18:57,BUNTO CAPSULE,CASH,566,1,200,-1,54PCS,bello
30/05/2018 18:57,OCEANIC CODLIVER OIL 1000MG,CASH,566,1,300,-1,52PCS,bello
30/05/2018 18:57,SUPER APETI PLUS TAB,CASH,566,1,150,-1,-6PCS,bello
30/05/2018 18:57,EMTRIM TABLET,CASH,567,1,70,-1,100PCS,bello
30/05/2018 18:58,SAFETELMI 40MG TABLET,CASH,568,1,"1,100",-1,-1PCS,bello
30/05/2018 18:58,STEMETIL TABLET X SATCHET,CASH,568,1,150,-2,24PCS,bello
30/05/2018 18:58,RENERVE  PLUS.,CASH,568,1,"1,700",-1,17PCS,bello
30/05/2018 19:00,MAXMORAL TABLET,CASH,571,1,120,-1,65PCS,bello
30/05/2018 19:01,PENICILLIN OINTMENT,CASH,572,1,200,-1,20PCS,bello
30/05/2018 19:02,AMPICLOX CAPSULE UNBRANDED,CASH,574,1,150,-1,185PCS,bello
30/05/2018 19:02,COMBISUNATE 20/120 X4,CASH,576,1,600,-1,-10PCS,pharmacist
30/05/2018 19:03,PECTOL LOZENGES,CASH,575,1,50,-4,99PCS,bello
30/05/2018 19:04,PARACETAMOL TAB (M&B) SATCHET,CASH,578,1,50,-2,149sat,pharmacist
30/05/2018 19:04,RIBOFLAVINE  TAB{VIT  B2}.,CASH,577,1,20,-1,2267PCS,bello
30/05/2018 19:04,ABIDEC DROPS,CASH,577,1,"1,100",-1,-2PCS,bello
30/05/2018 19:04,EMVIT C. DROP.,CASH,577,1,200,-1,26PCS,bello
30/05/2018 19:05,IVYZINC EYE DROP,CASH,579,1,500,-1,2PCS,bello
30/05/2018 19:09,SPARDIUM TAB,CASH,583,1,"1,300",-1,19PCS,pharmacist
30/05/2018 19:09,PYRANTRIN TABLET,CASH,584,1,400,-1,74PCS,peter
30/05/2018 19:10,EMZOR PARACETAMOL TAB,CASH,580,1,40,-2,412sat,bello
30/05/2018 19:10,MARC-OLIVIA ARTEMETHER 80/480,CASH,580,1,600,-1,23PCS,bello
30/05/2018 19:11,CATAFLAM TAB (SACHETS),CASH,581,1,700,-1,46PCS,bello
30/05/2018 19:11,EPSOM SALTS,CASH,582,1,50,-4,48PCS,bello
30/05/2018 19:11,AVOMINE TABLET,CASH,586,1,100,-1,44PCS,bello
30/05/2018 19:11,IBUGA H3 PACKET,CASH,586,1,250,-2,0PCS,bello
30/05/2018 19:13,CIPROTAB 500 (X14),CASH,589,1,"1,500",-1,28PCS,pharmacist
30/05/2018 19:13,COMBINATION 3,CASH,587,1,100,-2,66PCS,bello
30/05/2018 19:14,ANUSOL SUPPOSETRIE SACHET,CASH,585,1,"1,350",-1,22PCS,bello
30/05/2018 19:14,GLUCOPHAGE 1000MG,CASH,585,1,"1,350",-1,14SAT,bello
30/05/2018 19:14,PARACETAMOL TAB (M&B) SATCHET,CASH,588,1,50,-4,145sat,bello
30/05/2018 19:14,ASTYFER SYRUP,CASH,590,1,"1,500",-1,8PCS,pharmacist
30/05/2018 19:16,BKB,CASH,591,1,100,-1,39PCS,bello
30/05/2018 19:16,TECOTRIM,CASH,591,1,200,-1,10PCS,bello
30/05/2018 19:16,RELIEF TABLET,CASH,591,1,100,-1,87PCS,bello
30/05/2018 19:20,HS-12 HAEMOGLOBIN SYRUP,CASH,593,1,"1,300",-1,6PCS,bello
30/05/2018 19:23,PARACETAMOL TAB (M&B) SATCHET,CASH,592,1,50,-2,143sat,bello
30/05/2018 19:25,RETRAX TABLET,CASH,594,1,150,-2,27PCS,bello
30/05/2018 19:28,ULSAKIT TABLET,CASH,595,1,"3,700",-1,4PCS,bello
30/05/2018 19:29,AMPICLOX CAPSULE (BEECHAM),CASH,596,1,800,-1,43PCS,bello
30/05/2018 19:33,ABONIKI BALM,CASH,597,1,250,-1,25PCS,bello
30/05/2018 19:33,RHINATHIOL PROMETAZINA,CASH,599,1,"1,200",-1,3PCS,bello
30/05/2018 19:35,MIM TONIC B/S,CASH,598,1,400,-1,16PCS,bello
30/05/2018 19:35,VITAMIN C WHITE X100,CASH,598,1,250,-1,-51PCS,bello
30/05/2018 19:38,EMZOR PARACETAMOL TAB,CASH,600,8,300,-8,404sat,bello
30/05/2018 19:44,TETRACYCLINE CAPSULE,CASH,601,1,80,-1,127PCS,bello
30/05/2018 19:44,LOXAGYL TABLET (400MG),CASH,601,1,100,-1,111PCS,bello
30/05/2018 19:44,NATRILIX SR SAT.,CASH,603,1,"1,300",-1,114PCS,bello
30/05/2018 19:46,ASTYMIN SYRUP B/S,CASH,602,1,"1,500",-1,8PCS,bello
30/05/2018 19:46,LOXAGYL TABLET (400MG),CASH,605,1,100,-1,110PCS,bello
30/05/2018 19:46,CEFLONAC TABLET,CASH,605,1,300,-1,35PCS,bello
30/05/2018 19:46,CIPROTAB 500 (X14),CASH,605,1,"1,500",-1,27PCS,bello
30/05/2018 19:47,PENICILLIN EYE OINTMENT,CASH,607,1,200,-1,7PCS,bello
30/05/2018 19:48,BKB,CASH,604,1,100,-1,38PCS,bello
30/05/2018 19:49,LONART SYRUP,CASH,606,1,900,-1,12PCS,bello
30/05/2018 19:49,AMOXIL SUSPENSION (125MG),CASH,606,1,850,-1,31PCS,bello
30/05/2018 19:49,BRUSTAN N SYRUP B/S.,CASH,606,1,350,-1,1PCS,bello
30/05/2018 19:50,FUNBACT A CREAM,CASH,608,1,350,-2,45PCS,bello
30/05/2018 19:50,AMALAR TABLET,CASH,613,1,150,-1,116PCS,peter
30/05/2018 19:50,PARACETAMOL TAB (M&B) SATCHET,CASH,613,1,50,-1,142sat,peter
30/05/2018 19:51,PIRITON TABLET,CASH,609,1,50,-1,96PCS,bello
30/05/2018 19:51,NIFENDAL TABLET,CASH,611,5,"1,100",-5,39PCS,bello
30/05/2018 19:51,OCEANIC CODLIVER OIL 1000MG,CASH,611,2,600,-2,50PCS,bello
30/05/2018 19:51,LIFE BACK METFORMIN  500MG,CASH,611,6,800,-6,69PCS,bello
30/05/2018 19:51,VASOPRIN TABLET,CASH,611,10,250,-10,40PCS,bello
30/05/2018 19:51,DAONIL 5MG,CASH,611,1,300,-3,83PCS,bello
30/05/2018 19:51,ABONIKI BALM,CASH,614,1,250,-4,21PCS,pharmacist
30/05/2018 19:54,TEETHING POWDER,CASH,610,1,200,-1,6PCS,bello
30/05/2018 19:54,BONABABE TEETHING MIXTURE,CASH,612,1,200,-1,22PCS,bello
30/05/2018 19:54,AMLODIPINE 10MG PHARMAMAX,CASH,615,1,600,-1,18pkt,bello
30/05/2018 19:54,DANACID TABLET,CASH,615,1,50,-2,0PCS,bello
30/05/2018 19:54,PARACETAMOL TAB (M&B) SATCHET,CASH,615,1,50,-2,140sat,bello
30/05/2018 19:55,AMALAR TABLET,CASH,616,1,150,-2,114PCS,bello
30/05/2018 19:59,PROCOLD CAP X4,CASH,620,1,70,-1,92PCS,bello
30/05/2018 20:00,ROBB  BOTLE,CASH,617,1,200,-1,13PCS,bello
30/05/2018 20:00,ABONIKI BALM,CASH,617,1,250,-1,20PCS,bello
30/05/2018 20:00,CALGOVIT CALCIUM X10 CAP SMALL,CASH,617,1,700,-1,5PCS,bello
30/05/2018 20:00,LOXAGYL TABLET (200MG),CASH,617,1,60,-2,78PCS,bello
30/05/2018 20:00,LATMAK PURE NATURAL HONEY SMALL,CASH,617,1,"1,000",-1,8PCS,bello
30/05/2018 20:00,EMZOR PARACETAMOL TAB,CASH,617,1,40,-2,402sat,bello
30/05/2018 20:01,JAWASIL SUSPENTION 200ML,CASH,618,1,550,-1,9PCS,bello
30/05/2018 20:01,COLIPAN TABLET,CASH,618,1,250,-1,67PCS,bello
30/05/2018 20:02,KETHA METHYLDOPA TABLET,CASH,619,1,200,-1,80PCS,bello
30/05/2018 20:02,NEUROBION TABLET,CASH,619,1,"1,350",-1,11PCS,bello
30/05/2018 20:03,VITAMIN C TAB.X100 ORANGE,CASH,621,1,250,-1,10PCS,bello
30/05/2018 20:06,SURGICAL GLOVES,CASH,622,1,100,-1,104PCS,bello
30/05/2018 20:08,MARC-OLIVIA ARTEMETHER 80/480,CASH,623,1,600,-1,22PCS,bello
30/05/2018 20:08,CLOFENAC SR (100MG),CASH,623,1,300,-1,37PCS,bello
30/05/2018 20:08,YOYO BITTERS LIQUID,CASH,623,1,"1,000",-1,10PCS,bello
30/05/2018 20:08,PARACETAMOL TAB (M&B) SATCHET,CASH,623,1,50,-1,139sat,bello
